Crop Type,Season,Temperature (°C),Humidity (%),Precipitation (mm),Soil Moisture (%),Wind Speed (km/h),Sunlight (hours),Disease Name
Lentil,Winter,13.375375713187300,45.636250238686,27.76978387202910,57.4625196170398,19.47783477959470,10.061419412637800,Sheath Blight
Sunflower,Autumn,15.171400696638600,86.71740881652620,4.877376053548700,32.00234567202780,4.3178327171298700,6.164540581777850,Powdery Mildew
Sorghum,Winter,18.30850193485100,60.25901281831260,14.589858317148200,46.60597037960020,4.500262087082180,11.488995017754800,Brown Spot
Tomato,Spring,31.8595348423786,69.00277367280270,11.01542459798320,25.96318564093290,19.463642842110100,7.881543099593420,Powdery Mildew
Sorghum,Autumn,16.80235227046850,59.250083086037300,41.67285311333750,13.73144650344890,22.773768926974200,5.183623083199490,Gray Leaf Spot
Lentil,Summer,32.6459877713168,37.778642761816700,39.87318791643320,33.25102806814880,10.788463673582300,11.698475286922000,Common Rust
Cassava,Winter,17.870360699743300,59.71343389836040,45.16847929321370,16.68512428811900,5.407098333111520,6.921911433377730,Common Rust
Oat,Winter,22.198104000713100,63.41905660281180,17.284177481820200,45.81824279553470,8.020234474398800,11.173508800202600,Blast
Barley,Winter,28.287008138420900,58.13755437221610,9.48329949112075,54.82514340115710,23.89958588751030,7.803687994718280,Blast
Millet,Spring,16.83052856211230,34.700362118431400,26.484346567219000,43.06984151282340,22.23073782713490,8.76497761256233,Brown Spot
Tomato,Spring,19.015824060759900,59.09703614664180,41.64069561508760,15.400823134141500,3.88206244918923,7.117660964106860,Sheath Blight
Soybean,Summer,22.139103355552000,62.52567668042850,40.739486870799000,51.22032004011900,3.3228073071860000,11.367348988915900,Fusarium Head Blight
Sorghum,Spring,14.244916965506200,49.173361593114900,33.006864853245800,23.280041842154200,13.98032618015380,8.018252226720150,Rust
Rice,Summer,19.343123309893200,76.74275722306090,25.035245609957500,54.75698778062520,22.472479351808500,7.533848060752600,Powdery Mildew
Oat,Autumn,14.92493033715910,35.8051432553293,28.632485858777700,44.30413666096300,23.758535776153800,8.774714909416170,Rust
Sunflower,Spring,29.906170861984200,39.21792538691070,21.43228546729990,39.91485454026120,12.407716742811600,9.055976135646300,Blast
Sorghum,Winter,12.645867879411800,46.45251922015700,1.28660963673069,19.57935149154270,5.982292900493040,10.820285080015600,Fusarium Head Blight
Millet,Winter,26.642861163368000,36.43583384946610,11.123836499400600,29.841211125031100,12.226418964657600,7.4486135442185600,Common Rust
Peanut,Summer,26.808499896148600,80.26339292726150,19.085287682439000,31.215220680220700,23.548589603949800,9.0077663986144,Blast
Rice,Spring,15.673005442656700,33.75484622551880,12.360592861100500,27.8837388139147,22.924639776097000,11.142088153175500,Gray Leaf Spot
Millet,Autumn,31.77092879895290,98.91742499680450,5.241194410981480,28.93797570235410,21.591953224651100,6.080777128833300,Fusarium Head Blight
Rice,Autumn,26.65812970876940,40.86610674557440,13.406905806772400,30.25735783598530,10.316037324578400,7.778246547351710,Powdery Mildew
Sugarcane,Spring,12.590545070273800,89.02047514269660,31.721452142004200,15.596150492117000,21.312085390754300,5.61857875918996,Common Rust
Corn,Winter,21.87010952647470,51.3777177250587,5.991384428903190,45.92133367388420,1.7938856151327100,9.146799743952570,Sheath Blight
Rice,Autumn,27.550995263274800,32.417884646684600,46.32122705064660,10.46510317999510,11.126446395512800,11.848418811182400,Gray Leaf Spot
Peanut,Autumn,21.81298476223690,50.0010373881701,6.846271826284660,47.78549828462960,10.865466443149600,5.787368989934830,Fusarium Head Blight
Wheat,Winter,26.36052263411960,62.273576393261000,49.65310953164610,26.856569912798900,3.286911119517930,7.1597220860165200,Powdery Mildew
Lentil,Winter,12.281737575975800,90.05427191741520,47.51648894472040,30.02609024628450,18.29156448985200,11.179053000151800,Rust
Wheat,Spring,28.374160477718800,36.965690387754200,5.437496467558580,55.612693023592300,17.18518422565820,7.606566017445110,Rust
Wheat,Winter,24.005866956514,77.86817844188210,6.763023359177860,37.99274669528420,24.368052721428200,11.866151969993000,Blast
Millet,Winter,24.232884817383500,56.52335791330970,33.91809599061730,55.08277760493620,20.729724558669000,11.425010919719900,Common Rust
Millet,Autumn,14.622081753123100,48.63432291773010,1.753402935671860,11.54019773495130,10.84578537752300,6.6514091325971600,Gray Leaf Spot
Tomato,Winter,30.182932664153300,64.47842875096860,3.1528798557561500,33.707497601803600,18.47754772915670,6.176796210498150,Gray Leaf Spot
Peanut,Autumn,14.228098912268300,42.20253199395660,41.93726900292580,16.225775274193600,6.1783197131526900,5.657487887447170,Northern Corn Leaf Blight
Soybean,Winter,24.98228395127610,99.5773626457,14.90744189902610,15.457236780371800,8.21025194491174,10.925483604587200,Blast
Rice,Winter,16.00939523973480,49.65732167972430,48.69442476298450,29.80076825710290,10.374176283906800,7.630431929144130,Common Rust
Millet,Autumn,13.815502030697800,84.68228863464780,19.805471147681900,49.02217327933540,0.7114844265353640,10.404372567589600,Brown Spot
Barley,Autumn,34.862401184552400,62.28503216077910,0.8929596781129650,15.552103726203500,23.998373794683400,8.713011865396930,Gray Leaf Spot
Soybean,Autumn,26.300261105021300,94.83648560097700,4.450108709381430,16.288104988637000,24.80949085126130,6.607288781385960,Gray Leaf Spot
Peanut,Autumn,28.726179975833900,91.34471169738560,16.626316586702400,41.75751472999260,16.461280147252200,10.91970296237370,Blast
Peanut,Spring,24.89633285906650,32.38102196226810,8.740641246397090,35.65753881975170,23.46113819612920,8.292504492673300,Northern Corn Leaf Blight
Soybean,Spring,18.306585641727100,60.71375759821370,42.57004635062300,58.858761197513400,19.056231838664500,10.796838778191000,Brown Spot
Tomato,Winter,34.45291985693680,90.76116131366690,30.638789360976200,53.14108415733140,17.238828171605700,11.722493036777700,Blast
Wheat,Spring,14.864514615294400,34.0753678285447,1.4093087752421500,47.01694168040610,20.45801836208690,9.11600207220037,Brown Spot
Cassava,Winter,27.811876854738200,66.21714370180750,0.14421103225588100,23.691462971845300,18.407677876244200,10.594304952107800,Fusarium Head Blight
Lentil,Winter,15.48396766011420,86.16593755042950,46.50571366432380,25.393962154094200,6.8161692704330000,9.675030271149010,Brown Spot
Sugarcane,Spring,13.128020432673200,84.0154987115057,32.631272694242300,36.936831050196600,24.299236121253700,11.765451042600400,Sheath Blight
Peanut,Winter,26.04855634973920,31.874626891407300,32.46850222184050,30.443089245088600,18.810792586099900,7.298557527655780,Fusarium Head Blight
Soybean,Spring,17.175026374656900,33.63110579198,28.95642999037240,54.329848466811900,20.01243186254010,10.15355677390820,Gray Leaf Spot
Wheat,Spring,27.66804107283960,91.60674191446450,30.41981236745620,16.885520418074700,21.873667482610000,11.500386676601300,Rust
Barley,Winter,12.810801677292600,62.9654128827126,30.131006076788300,22.850883575784300,10.412812706599600,11.957724404780700,Northern Corn Leaf Blight
Cotton,Winter,27.73140063849740,89.41587231507960,44.80899541108660,39.06165375314980,11.1148718221431,9.363941265281890,Powdery Mildew
Cotton,Summer,18.367270834765200,60.42372775335930,41.01527919701310,55.74147938882660,15.079851910026000,8.092049737150790,Brown Spot
Cassava,Spring,11.02245555914970,81.97410748513520,38.147655345916100,15.473451585841300,18.510503706150400,9.259707789256490,Gray Leaf Spot
Barley,Spring,24.680796325825400,50.973574308455200,32.936667441913900,51.05446818380320,4.295641677462490,5.738158281291070,Fusarium Head Blight
Tomato,Summer,23.793285385316400,45.8924021037539,15.042036212890800,33.913467091679000,6.599482754299730,11.980694659574300,Blast
Sorghum,Winter,28.372246926261200,78.07665829004110,19.90037604764470,33.2221608988932,14.54776199748510,10.913684692936900,Brown Spot
Oat,Autumn,13.031436540000000,46.9553390670477,5.875873771702820,24.41689371129850,22.68996475292440,9.970466026241980,Common Rust
Soybean,Winter,17.879320378812500,51.146728535851700,32.58212819084970,49.546646183712900,4.173019705563610,11.961116621902900,Northern Corn Leaf Blight
Peanut,Autumn,29.863600810939900,54.40190278894510,25.46902074527330,21.78852993669300,7.822750565314010,6.602900749971060,Fusarium Head Blight
Tomato,Spring,34.703373164911600,87.86824566090540,10.12895935020000,26.617653031460500,15.744773566984100,9.967180596371750,Common Rust
Lentil,Spring,22.91400935700530,57.132133921364200,14.9162111574013,31.365662638993800,18.612020645459900,6.859619043693020,Rust
Sorghum,Autumn,15.296784228630000,88.4237233837431,46.70504939999160,32.398788986441700,7.373108515760260,10.880949628177500,Sheath Blight
Rice,Winter,18.49147642453700,98.90393630264670,5.349003944919760,43.91763917192060,14.230721757755300,8.880178156880530,Northern Corn Leaf Blight
Oat,Spring,16.123699912317200,55.638069382820500,47.102665092096100,20.16537760724440,11.918185841336400,11.91978832108260,Rust
Peanut,Winter,15.36442012228970,51.21828297562660,14.333944765050000,57.75394695630790,15.717606323346200,7.075798163197040,Blast
Corn,Summer,12.217283427753400,80.71229089761640,20.53249284392670,38.32972330556520,17.186842817088500,11.479859263995400,Brown Spot
Wheat,Spring,32.99222723074220,36.36555513174710,40.07069561403490,17.976803424948600,2.277713124265740,6.9602391327477200,Rust
Wheat,Summer,13.967255269980300,92.32736326017480,43.40579241914150,46.97076893456990,18.57131827298790,6.6513101852943000,Northern Corn Leaf Blight
Cotton,Summer,27.916334495225200,30.260496163745600,14.948476415308700,47.79370269263260,9.583927021405440,6.434194488179370,Sheath Blight
Sugarcane,Summer,25.460700946890700,87.74834228374950,37.48388712852500,33.63264838167670,20.293703469300900,10.338853568313100,Fusarium Head Blight
Sugarcane,Autumn,13.44378674800900,58.529125234681,33.942230191590500,19.825479811263100,2.2823765672848000,9.006333843752540,Blast
Cotton,Spring,18.802015613424600,44.50375285243330,18.570472713303300,53.993798245761000,14.628302362577300,10.004679544517400,Powdery Mildew
Oat,Summer,21.443619292498000,88.05202065652460,8.988663467310350,55.79102651949630,1.4513093400108200,10.605176192024900,Northern Corn Leaf Blight
Barley,Autumn,30.96765923058070,41.786587519395900,33.387034622091100,29.82261070636410,5.433226587771530,6.494217960368150,Sheath Blight
Oat,Winter,15.450579126451900,90.06718416983570,38.649502966814600,56.999701398811800,23.623043190705000,8.060020031899940,Sheath Blight
Rice,Autumn,12.620271549204200,89.43499735630930,13.482297942729900,37.75247259992110,5.041106057662250,9.72766879244786,Rust
Peanut,Summer,22.63837093788610,74.6519469662137,21.225543838061500,44.29237019234060,16.409242774825300,11.451733519557700,Blast
Sunflower,Autumn,25.550702894310100,70.49881032480250,38.92234242978400,49.5474276764062,11.8333187138326,9.586224873847830,Brown Spot
Cotton,Winter,13.783952230920900,57.110844646827200,46.05930694169350,28.515288244268900,2.4994897571535300,11.353154574742600,Brown Spot
Cotton,Spring,25.33236237732720,32.42757088195500,13.434558864544600,22.82096046482440,7.313780824788200,11.944286645490000,Rust
Lentil,Autumn,11.750102962895200,32.948163349793900,17.286836287934900,41.18534639489780,16.728226848752300,9.53690202312028,Rust
Cotton,Winter,18.834600017337000,40.73309044555670,10.612417223499200,35.9697331666645,13.288887040627200,11.358165041579500,Northern Corn Leaf Blight
Rice,Autumn,21.146507930067900,81.74018426889310,47.19910771282760,52.69456632957720,22.273818148431500,5.0915397400044400,Brown Spot
Cotton,Autumn,20.35225880136780,49.4976233010336,9.57238756835555,41.735017757626100,0.8854201944116240,7.377799709591780,Powdery Mildew
Corn,Summer,14.035274246194600,52.62150692489450,29.351883710094300,37.84130355191780,20.921979401192600,5.965570392659030,Fusarium Head Blight
Wheat,Autumn,10.836386548430900,40.63658757193310,15.76693222398170,45.89937160163690,18.0988907177376,8.052799015959250,Northern Corn Leaf Blight
Wheat,Autumn,16.14041006009190,67.176402947596,31.67613937160210,31.299243576220300,17.861041301351700,9.429172526450010,Gray Leaf Spot
Lentil,Spring,13.615781991085500,54.882400431561200,2.2265181961245700,12.888207489096300,15.958351703386700,6.42069165147153,Rust
Lentil,Spring,20.292410306749100,86.4648395906168,1.102493403440650,45.65495545831760,4.157815106159330,5.519672139355990,Blast
Lentil,Summer,13.563679268882900,52.80362529112710,18.05703992729930,34.44669840703690,14.260740009012800,6.112469463598760,Sheath Blight
Cotton,Spring,17.07968340635730,36.63029886279500,34.84435561052210,51.84359038756190,9.590296615761350,6.109787385752220,Northern Corn Leaf Blight
Cotton,Spring,29.811412993138600,40.76510631638380,45.293491881092000,30.633758398766800,9.707115932081200,10.783033360961200,Common Rust
Tomato,Winter,19.81064782900260,41.536729406671700,46.27247077068600,55.86554316370330,5.110144931126630,9.620823765511690,Rust
Tomato,Spring,10.138036780556900,49.99024555090350,40.13703336307600,44.836508902592300,4.321764611133620,5.586255346811100,Blast
Oat,Summer,30.12642946786010,84.71063980262050,15.921924799089400,37.260780885032800,8.951645023342700,9.086713145809490,Common Rust
Sugarcane,Autumn,18.175486788153600,31.733140523318200,3.843010879826500,32.65839085739770,13.381667022949700,5.9585841657686700,Blast
Barley,Summer,20.983015779139200,35.993620353931500,3.575148919642140,40.964818249763300,14.985881055124600,5.4196128470797300,Gray Leaf Spot
Millet,Autumn,13.034699771613100,55.760282977565600,45.76155032955990,44.16990831723030,21.33027421299220,5.268716546086200,Common Rust
Millet,Autumn,18.526257775427300,71.774257616577,4.67971936847511,23.421094187803700,6.486480051119430,11.433093493103000,Sheath Blight
Peanut,Spring,18.594958726165500,33.314018944032400,37.94414476929670,41.548074948859800,14.76756189738910,11.873498328410900,Brown Spot
Millet,Summer,17.830765007111200,77.10369933437760,32.77129498423060,41.50993704011260,13.469618181067100,9.205918043917980,Common Rust
Tomato,Autumn,33.938260359293400,74.86676199955970,21.082639293915500,38.810922401952100,17.913061677857400,7.135959080264800,Fusarium Head Blight
Wheat,Autumn,14.848812762210900,84.74892832518980,40.775821858921500,52.10277144560750,19.187486538112300,5.769635253660660,Common Rust
Wheat,Spring,17.044811006399800,33.64272112229030,20.257469835070200,13.278080892345800,6.696027190288200,7.005979642662430,Sheath Blight
Cassava,Spring,30.292208201689500,45.913938743324100,12.1120046919383,51.52506165804950,6.432657257591960,10.447004527922500,Powdery Mildew
Corn,Autumn,18.514926303718600,97.64253122325820,27.059206967940200,38.503510262420500,13.357497494275000,6.904934639301620,Powdery Mildew
Sugarcane,Winter,24.023399851001800,73.42451370848490,36.93908145682330,21.996039221203700,2.3598587885129200,10.206042896253500,Rust
Cotton,Winter,30.411185349515500,98.57914494060140,39.67173864212700,12.794316486461700,14.853110130404400,6.158172807701010,Powdery Mildew
Sorghum,Summer,23.833657672398000,43.988131638014400,15.056684941027000,36.34140289664990,18.01563333056220,10.468244921775100,Blast
Barley,Spring,33.62692530295330,48.124714568992200,20.295779198035700,49.96300101911000,17.140546752776400,6.264167659447740,Northern Corn Leaf Blight
Cotton,Winter,22.701949460254900,58.71043320628170,49.75076093295800,55.94076535419100,18.644955747306000,11.267745357549700,Powdery Mildew
Lentil,Winter,27.728447668647300,44.66677923532680,23.570644301149300,15.710068707044800,19.885157089491100,10.491890691765600,Fusarium Head Blight
